trial_id,oversampling_method,oversampling_threshold,undersampling_method,undersampling_threshold,value,state,start_time,complete_time,total_time
1,tvae,0.25,random,0,0.9963652966029793,COMPLETE,2024-04-12 02:05:48.712898,2024-04-12 02:06:33.044866,44.331968
2,gaussiancopula,auto,clustercentroid,0.125,0.9963652966029793,COMPLETE,2024-04-12 02:06:33.082682,2024-04-12 02:06:51.137690,18.055008
3,random,2,condensednn,0.25,1.0,COMPLETE,2024-04-12 02:06:51.151921,2024-04-12 02:07:01.122453,9.970532
4,copulagan,0,condensednn,0.125,0.9963652966029793,COMPLETE,2024-04-12 02:07:01.137484,2024-04-12 02:07:46.614196,45.476712
5,fastml,0.25,random,0.25,0.9963652966029793,COMPLETE,2024-04-12 02:07:46.632052,2024-04-12 02:08:01.386410,14.754358
6,smote,2,condensednn,0.125,0.9963652966029793,COMPLETE,2024-04-12 02:08:01.414532,2024-04-12 02:08:08.802355,7.387823
7,copulagan,0.25,onesidedselection,auto,0.9854674251368467,COMPLETE,2024-04-12 02:08:08.817372,2024-04-12 02:08:19.477717,10.660345
8,random,0.25,onesidedselection,auto,0.9963652966029793,COMPLETE,2024-04-12 02:08:19.490984,2024-04-12 02:08:28.612846,9.121862
9,fastml,0.5,condensednn,0.5,0.9565240128998519,COMPLETE,2024-04-12 02:08:28.636363,2024-04-12 02:08:49.082673,20.44631
10,adasyn,0,instancehardness,0.0625,0.9818415790185606,COMPLETE,2024-04-12 02:08:49.105065,2024-04-12 02:09:02.747976,13.642911
11,smote,0.25,instancehardness,0.0625,1.0,COMPLETE,2024-04-12 02:09:02.779235,2024-04-12 02:09:15.569485,12.79025
12,smote,0.5,editednn,0.125,0.9927272727272727,COMPLETE,2024-04-12 02:09:15.582681,2024-04-12 02:09:26.505305,10.922624
13,random,2,editednn,auto,0.9927272727272727,COMPLETE,2024-04-12 02:09:26.531090,2024-04-12 02:09:35.968922,9.437832
14,copulagan,1,instancehardness,auto,0.9891049474111362,COMPLETE,2024-04-12 02:09:35.983931,2024-04-12 02:09:49.699721,13.71579
15,gaussiancopula,0,random,auto,1.0,COMPLETE,2024-04-12 02:09:49.727414,2024-04-12 02:09:57.959619,8.232205
16,fastml,0.25,nearmiss,auto,0.9927337125684234,COMPLETE,2024-04-12 02:09:57.982613,2024-04-12 02:10:09.542742,11.560129
17,gaussiancopula,0.25,clustercentroid,0.25,0.9963652966029793,COMPLETE,2024-04-12 02:10:09.567154,2024-04-12 02:10:23.414590,13.847436
18,ctgan,0.25,editednn,auto,1.0,COMPLETE,2024-04-12 02:10:23.428952,2024-04-12 02:11:12.141539,48.712587
19,tvae,0.25,tomeklinks,auto,0.9963652966029793,COMPLETE,2024-04-12 02:11:12.161331,2024-04-12 02:11:30.720824,18.559493
20,fastml,0.5,condensednn,0.0625,0.9565240128998519,COMPLETE,2024-04-12 02:11:30.735139,2024-04-12 02:11:45.122878,14.387739
21,gaussiancopula,auto,condensednn,0.0625,0.8801047328123142,COMPLETE,2024-04-12 02:11:45.138853,2024-04-12 02:11:57.415711,12.276858
22,random,0.5,editednn,0.25,0.9927272727272727,COMPLETE,2024-04-12 02:11:57.460894,2024-04-12 02:12:08.069825,10.608931
23,copulagan,1,nearmiss,0.25,1.0,COMPLETE,2024-04-12 02:12:08.083556,2024-04-12 02:12:20.142565,12.059009
24,adasyn,2,condensednn,0,1.0,COMPLETE,2024-04-12 02:12:20.160715,2024-04-12 02:12:32.550199,12.389484
25,fastml,auto,onesidedselection,0.0625,0.9746121170821535,COMPLETE,2024-04-12 02:12:32.590878,2024-04-12 02:12:47.519162,14.928284
26,gaussiancopula,0,editednn,0,-1.0,ERROR,,,0.0
27,gaussiancopula,0.25,onesidedselection,0.125,0.9746121170821535,COMPLETE,2024-04-12 02:12:57.221565,2024-04-12 02:13:09.296845,12.07528
28,smote,0.25,onesidedselection,0.25,0.9927337125684234,COMPLETE,2024-04-12 02:13:09.321350,2024-04-12 02:13:21.719112,12.397762
29,adasyn,0,nearmiss,0.25,1.0,COMPLETE,2024-04-12 02:13:21.742802,2024-04-12 02:13:31.072055,9.329253
30,tvae,1,random,0.25,1.0,COMPLETE,2024-04-12 02:13:31.101087,2024-04-12 02:13:45.866105,14.765018
31,ctgan,1,onesidedselection,0.125,1.0,COMPLETE,2024-04-12 02:13:45.918824,2024-04-12 02:14:04.148339,18.229515
32,ctgan,1,condensednn,auto,0.6504132231404959,COMPLETE,2024-04-12 02:14:04.192776,2024-04-12 02:14:19.569281,15.376505
33,fastml,2,instancehardness,auto,0.9963652966029793,COMPLETE,2024-04-12 02:14:19.602672,2024-04-12 02:14:33.972527,14.369855
